Name,Country,Start year,End year,Proven victims,Possible victims,Notes
Hiroshi Maeue,Japan,2005.0,2014.0,3.0,3.0,"Called the ""Suicide Website Murderer"" for finding his victims in an online suicide community. Maeue offered to painlessly kill themselves together by charcoal burning in a car, but once together he strangled them with his bare hands instead, as this excited him sexually. Hanged in 2009."
António Luís Costa,Portugal,2005.0,2006.0,3.0,3.0,"Ex-soldier, suffocated three women (and mutilated the first one) in Santa Comba Dao."
Özgür Dengiz,Turkey,2007.0,2016.0,3.0,3.0,"Known as ""The Cannibal of Ankara"" for eating one of his victims; a third victim survived. Interned in a mental institution after his conviction to two life sentences was overturned."
Mario Alberto Sulú Canché,Mexico,2007.0,2008.0,3.0,3.0,Killed 3 women from 2007 to 2008; later committing suicide by hanging in prison.
Joanna Dennehy,United Kingdom,2013.0,2022.0,3.0,3.0,"Carried out the Peterborough ditch murders. Over a period of two weeks, murdered her landlord and two of her house mates by stabbing them. With the help of accomplices she dumped the bodies in ditches, then attempted to kill two strangers in broad daylight by stabbing them. Given whole life tariff on 28 February 2014."
Kimberly McCarthy,United States,1988.0,1997.0,3.0,3.0,"Executed for murdering her neighbour, 71-year-old Dorothy Booth; DNA evidence proved she had murdered two other elderly women, but she was never charged."
David Burgess,United Kingdom,1966.0,1967.0,3.0,3.0,Stabbed and strangled three young girls in Beenham over a two-year period.
Larry Hall,United States,1980.0,1994.0,2.0,50.0,"Hall traveled around the American Midwest as part of his interest in historical reenactments, which he would also use as a cover for stalking, raping, and murdering teenage girls. It is believed his first murders were committed when he was 18 years old. Although he was convicted of kidnapping 15-year-old Jessica Roach, Hall has never been charged with murder. Authorities have tied 15 murders to Hall, though only been able to confirm two, he has admitted to (and recanted) committing 39, though the FBI believes he could have committed as many as 50 in at least three states."
Alejandro Máynez,Mexico,1980.0,,2.0,50.0,"Killed at least two women in Ciudad Juárez, but believed to be 50. Supposedly, along with Ana Benavides and Melchor Máynez."
Billy Gohl,United States,1901.0,1913.0,2.0,90.0,"Alleged to have killed from 40 to 140 seamen in Aberdeen, Washington"
Gerard John Schaefer,United States,1969.0,1973.0,2.0,30.0,"Florida police officer who killed up to 34 women and girls. Stabbed to death by fellow inmate Vincent Faustino Rivera on December 3, 1995."
Macario Alcala Canchola,Mexico,1960.0,1962.0,2.0,12.0,"Known as ""Mexican Jack""; convicted of the murders of two sex workers but suspected of at least twelve more murders."
Bruce Lindahl,United States,1974.0,1981.0,3.0,12.0,Accidentally killed himself while stabbing one of his victims; posthumously connected to various rape-murders in Dupage County.
Robert Zarinsky,United States,1958.0,1974.0,2.0,10.0,Killed people between 1958 and 1974.
Ed Gein,United States,1954.0,1957.0,2.0,8.0,"Famous for his necrophiliac behaviours, as well as using/storing body parts of his victims to make household furniture, clothing and other miscellaneous household items."
José Luis Calva,Mexico,2007.0,2016.0,2.0,8.0,Killed and cannibalized women. Hanged himself in prison after being convicted to 84 years for two murders.
Shirley Winters,United States,1979.0,2007.0,2.0,7.0,"Confessed in 2008 to killing 2 children (including her 5-month old son), 27 years apart. Plea agreement for those murders included clause stopping investigation of her role in a fire that killed 2 previous children in 1979. Is also a suspect in a separate fire that killed 3 children of a friend in 1979."
Richard Rogers,United States,1973.0,1993.0,2.0,7.0,"Rogers, a gay man, was convicted of two murders and implicated by forensics in two others. He was also suspected of murdering two other men, and was charged but acquitted for murdering a college student in 1973."
Rabidin Satir,Malaysia,2009.0,2012.0,2.0,6.0,"Nicknamed ""Rambo Bentong"". Rabidin had raped and murdered a 17-year-old schoolgirl Annie Kok Yin Cheng in March 2009 and battered 31-year-old forestry department employee Khairul Hazri Jamaludin to death in November 2012. Rabidin was convicted of both these murders and given two death sentences in 2014 and 2015 respectively. Rabidin was suspected of killing three to four more people: a nine-year-old girl, an elderly married couple in their 70s and a 63-year-old man between 2010 and 2012."
Castration serial murders,United States,1980.0,1986.0,2.0,5.0,"Unidentified perpetrator who kidnapped young men, castrated them and shot them in the back of the head. Forensics proved at least two of the victims were killed by the same person."
Steven Brian Pennell,United States,1987.0,1988.0,2.0,5.0,"Known as ""The Corridor Killer"" and ""The Route 40 Killer""; convicted of torture-murdering two women, pleaded no contest to two more and suspected of a fifth in Delaware in 1987 and 1988. Executed by lethal injection March 14, 1992."
Glen Rogers,United States,1995.0,1999.0,2.0,5.0,"His capture in Kentucky ended a nationwide manhunt that began with the ""Cross-Country Killer's"" crime spree that stretched from coast to coast and left four women and one man from five different states dead. Rogers was convicted and sentenced to death by electric chair in Florida in 1997 for the stabbing death of Tina Marie Cribbs. He was later convicted and given a second death penalty in California for the September 1995 murder of Sandra Gallagher. Also known as the ""Casanova Killer"", Rogers is the lone suspect in the stabbing deaths of two other women (Linda Price in Jackson, Mississippi and Andy Jiles Sutton in Bossier City, Louisiana), both of whom—like Cribbs and Gallagher—he'd met and befriended in bars. The earliest homicide Rogers is suspected of is that of an elderly Ohio man, Mark Peters, with whom Rogers had lived for a short time. In 1994, Peters' remains were discovered in a Rogers ""family cabin"" in Kentucky."
Mary Elizabeth Wilson,United Kingdom,1955.0,1957.0,2.0,4.0,"""The Merry Widow of Windy Nook"". Believed to have poisoned her four husbands in a period of only two years. Sentenced to death for two murders but changed to life in prison, where she died in 1963."
Bradley Edwards,Australia,1996.0,1997.0,2.0,3.0,Murders of two young women and the disappearance of a third in 1996 and 1997.
Hadden Clark,United States,1986.0,1992.0,2.0,2.0,"Killed and cannibalized a 6-year-old victim and a 23-year-old victim, and confessed to the murder of an unidentified woman nicknamed Lady of the Dunes."
Gary M. Heidnik,United States,1986.0,1987.0,2.0,2.0,"Kidnapped, tortured, raped and imprisoned six women in his Philadelphia, Pennsylvania basement, killing two."
Ronny Rieken,Germany,1996.0,1998.0,2.0,2.0,Raped and killed two girls ages 11 and 13. He was caught as a result of mass DNA screening and sentenced to life imprisonment.
Johann Otto Hoch,"United States, Austria, France, United Kingdom",1888.0,1905.0,1.0,50.0,"Swindler who married several women under different aliases, most of whom died after a few months; others disappeared without a trace. Convicted of one murder by poisoning and hanged."
Carl Großmann,Germany,1918.0,1921.0,1.0,50.0,"Known as ""The Berlin Butcher"". Killed women and sold their flesh on the black market. Only one body found. Hanged himself in his cell after being sentenced to death."
Sailson Jose das Gracas,Brazil,2005.0,2014.0,1.0,41.0,Claims to have murdered 41 people in a nine-year killing spree that started at the age of 17.
Bobby Jack Fowler,"United States, Canada",1969.0,1996.0,1.0,20.0,"One murder proven, suspected of up to 20 more. Suspect in the Highway of Tears murders."
Leszek Pękalski,Poland,1984.0,1992.0,1.0,17.0,"Called ""The Vampire of Bytów"". Charged with 17 murders but convicted of only one (to 25 years in prison) for faulty collection of evidence. During the investigation he admitted to killing 80 people but later retracted his confession."
Daniel Conahan,United States,1994.0,1996.0,1.0,12.0,Convicted of one murder and has been linked to over a dozen murders.
Tillie Klimek,United States,1914.0,1921.0,1.0,6.0,Chicago woman who poisoned her husbands; only convicted of the murder of her third husband. Sentenced to life imprisonment.
Lyda Southard,United States,1915.0,1920.0,1.0,6.0,"Suspected of killing her brother-in-law, four husbands and a daughter, but was only convicted of killing her fourth husband, Edward Meyer."
John Norman Collins,United States,1969.0,1978.0,1.0,6.0,"Convicted of the murder of Karen Sue Beineman, suspected in the murder of at least five other young women in the vicinity of Ann Arbor and Ypsilanti, Michigan."
Velma Barfield,United States,1971.0,1978.0,1.0,5.0,"Confessed to five poisonings with arsenic but was only tried and convicted for one. First woman to be executed in the United States after the 1976 resumption of capital punishment, receiving lethal injection in 1984."
Raymond Morris,United Kingdom,1962.0,1971.0,1.0,3.0,"Known as the ""A34 Killer""; convicted of one murder, considered to have committed at least two more."
Robert Anthony Buell,United States,1981.0,1983.0,1.0,3.0,Sentenced to death for the murder of a young girl and chief suspect in the murders of two others. Executed by lethal injection in 2002.
Hensley Anthony Neville,"Singapore, Malaysia",1984.0,1986.0,1.0,3.0,A Singaporean sentenced to death for the 1984 rape and murder of a 19-year-old interior engineer in Singapore and chief suspect of a 1986 double murder in Malaysia. Executed by hanging on 28 August 1992.
Harold Shipman,United Kingdom,1975.0,1998.0,218.0,250.0,"Convicted of 15 murders and found to be responsible for the deaths of 218 patients identified by inquiry, but is believed to have killed around 250 people. He injected diamorphine into his patients and then falsified the medical records, reporting that his patient had been in poor health. Hanged himself in prison in 2004."
Steven Massof,United States,2003.0,2008.0,100.0,100.0,"Massof, who worked at Kermit Gosnell's abortion clinic, testified that he snipped the spines of more than 100 babies after seeing them show signs of life."
Niels Högel,Germany,1999.0,2005.0,85.0,300.0,"Nurse who was sentenced to life imprisonment for the murder of more than 85 people. In November 2017, German prosecutors said that the number of victims was at least 106, with Högel admitting, in October 2018, to murdering 100 patients. By May 2019, he was believed to be the most prolific serial killer in peacetime Germany with up to 300 victims over fifteen years."
Baba Anujka,Kingdom of Yugoslavia,,,50.0,150.0,"Anujka was an accomplished amateur chemist from the village of Vladimirovac, Yugoslavia (modern day Serbia). She poisoned at least 50 people and possibly as many as 150 in the late 19th and early 20th centuries. Was sentenced to 15 years in prison in 1929 but released after eight years due to old age."
Kermit Gosnell,United States,,2010.0,48.0,200.0,"Kermit Gosnell is an American serial-killer and former physician who ran an abortion clinic known as the ""House of Horrors."" Authorities discovered the remains of at least 47 late-term aborted children stored in bags or cartons, several of which appeared to be killed after birth. He was convicted in 2011 for 3 counts of first-degree murder of babies he delivered alive and then severed the spinal cords of, 1 count of manslaughter for the death of a woman he performed an abortion on, and over 200 counts of other abortion-related laws. Testimony indicated hundreds of similar procedures carried out by Gosnell and his staff."
Louay Omar Mohammed al-Taei,Iraq,2005.0,2006.0,43.0,43.0,"Medical doctor found to have killed 43 wounded policemen, soldiers and officials in Kirkuk; was a member of an insurgent cell."
Donald Harvey,United States,1970.0,1987.0,37.0,72.0,Self-professed Angel of Death. Worked as an orderly in Cincinnati-area hospitals and preyed on his patients. Claimed to have killed 87 patients starting at age 18. Active 1970–1987. Sentenced to 28 life sentences in Ohio.
Jane Toppan,United States,1885.0,1901.0,31.0,31.0,Nurse that confessed to poisoning 31 patients. Found not guilty by reason of insanity and interned in a mental institution until her death in 1938.
Charles Cullen,United States,1988.0,2003.0,29.0,400.0,"Nurse in New Jersey and Pennsylvania who murdered at least 29 patients between 1988 and 2003, but experts believe the number could be as high as 400. Cullen has admitted to more murders, which authorities believe are likely, but the murders cannot be verified due to lack of records."
Stephan Letter,Germany,2003.0,2004.0,29.0,29.0,Nurse who killed 29 patients; sentenced to life imprisonment in 2006.
Anders Hansson,Sweden,1978.0,1979.0,27.0,27.0,"A Nurse Aide who poisoned victims with gevisol and ivisol. His actions were called ""The Hospital Murders"" (Swedish: Sjukhusmorden)."
Marcel Petiot,France,1926.0,1944.0,26.0,63.0,Active 1926 and from 1942 to 1944. Petiot is suspected of having killed up to 63 in total. Executed in 1946.
Arnfinn Nesset,Norway,,1983.0,22.0,82.0,"Norwegian nurse and most prolific known serial killer in Scandinavian history, convicted in 1983 of poisoning at least 22 patients with Curacit; however he initially confessed to 27 murders; later he retracted his confessions and claimed he had killed 138 patients. Was released from prison in 2004 after serving 21 years, the maximum punishment possible by Norwegian law."
Roger Andermatt,Switzerland,1995.0,2001.0,22.0,22.0,"Known as the ""Death-Keeper of Lucerne""; nurse who killed 22 patients; most prolific Swiss serial killer in history; sentenced to life imprisonment."
Linda Hazzard,United States,1908.0,1912.0,15.0,17.0,"Quack doctor and swindler who manipulated her patients into fasting until they starved themselves to death. 17 deaths were attributed to this practice, with evidence of 15 being presented at her trial. She was pardoned after serving two years imprisonment with hard labour and later starved herself to death attempting her own fasting cure."
Maxim Petrov,Russia,2000.0,2002.0,12.0,19.0,Doctor who killed his patients in St. Petersburg. Suspected of 19 murders.
Joan Vila,Spain,2009.0,2010.0,11.0,15.0,"Nursing home worker who fatally poisoned 11 elderly residents or more in Olot. In the trial he claimed they were mercy kills intended to spare the victims of further suffering, although three of them were administered caustic cleaning materials that caused severe burns and a long agony."
Vickie Dawn Jackson,United States,2000.0,2001.0,10.0,20.0,"Vocational nurse at Nocona General Hospital who murdered patients who irritated her with injections of Mivacron. She was convicted of 10 murders, although law enforcement suspected her in around 20 suspicious deaths."
Ann Arbor Hospital Killer,United States,1975.0,1984.0,10.0,10.0,Poisonings of 10 patients at the Veteran's Administration Hospital in 1975. Filipino nurses Filipina Narciso and Leonora Perez were tried for the crimes.
Ludivine Chambet,France,2012.0,2013.0,10.0,10.0,"Known as ""The Poisoner of Chambéry""; nurse's aide who poisoned elderly patients; sentenced to 25 years imprisonment."
Frederick Mors,United States,1914.0,1915.0,8.0,8.0,"Born Carl Menarik, Austrian who killed 8 elderly patients by poisoning in New York. Sent to an asylum and escaped. Never caught."
Elizabeth Wettlaufer,Canada,2007.0,2018.0,8.0,8.0,"Confessed to murdering eight senior citizens and attempting to murder six others in southwestern Ontario. With a total of fourteen victims either killed or injured by her actions, she is described as one of the worst serial killers in Canadian history."
Petr Zelenka,Czech Republic,2006.0,2015.0,7.0,21.0,Killed his victims with a lethal injection of heparin from May to September 2006. Ten people survived his murder attempt. Suspected of up to 14 additional murders.
Marianne Nölle,Germany,1984.0,1992.0,7.0,17.0,Nurse who was convicted of killing seven patients between 1984 and 1992; suspected of killing 17; sentenced to life imprisonment in 1993.
Lucy Letby,United Kingdom,2015.0,2016.0,7.0,7.0,"Nurse convicted of murdering seven babies and attempting to murder another six while working at Countess of Chester Hospital in Chester, England."
Orville Lynn Majors,United States,1993.0,1995.0,6.0,130.0,"LPN in Vermillion County Ind., Preyed on elderly patients—thought to have killed many of them with injections of potassium chloride. Sentenced to 360 years in Indiana."
Efren Saldivar,United States,1989.0,1997.0,6.0,50.0,"Respiratory therapist who killed six patients, possibly as many as 120."
Christine Malèvre,France,,1998.0,6.0,30.0,"Nurse who killed terminally ill patients claiming that they had asked her to help them die, something denied by their families. Sentenced to 12 years in prison for six murders and suspect of 30."
Antoinette Scieri,France,1924.0,1925.0,6.0,12.0,Nurse who poisoned her elderly patients. Death sentence was commuted to life in prison and she died in prison.
Ahmad Ahmadi,Imperial State of Iran,1931.0,1944.0,6.0,6.0,Responsible for killing political prisoners at Qasr prison during the reign of Reza Shah.
Kristen Gilbert,United States,1990.0,1996.0,5.0,70.0,"Nurse at a Massachusetts Veterans Medical Center who injected male patients with epinephrine, causing heart attacks. Sentenced to life without parole."
Frans Hooijmaijers,Netherlands,1970.0,1975.0,5.0,259.0,"Nurse who was convicted for killing five patients at a hospital in Kerkrade, the Netherlands from 1970 to 1975, but was suspected to have killed approximately 259 people."
Miyuki Ishikawa,Japan,1946.0,1948.0,5.0,84.0,"Killed 84 newborn children at maximum. As a midwife, she killed infants born to parents unwilling to care for them during the prohibition of abortion in Japan. Arrested in 1948, and sentenced to four years imprisonment in 1953 as final decision."
Amy Archer-Gilligan,United States,1910.0,1917.0,5.0,48.0,"A nursing home proprietor believed to have poisoned as many as 60 patients from her homes and her second husband. Charged with five murders originally, this was lowered to just one following her admission of guilt, and was found guilty of second degree murder. Died in a mental hospital in 1962."
Sonya Caleffi,Italy,2003.0,2004.0,5.0,18.0,Nurse who poisoned terminally-ill patients; sentenced to 20 years imprisonment.
Aino Nykopp-Koski,Finland,2004.0,2009.0,5.0,5.0,Nurse who killed five elderly patients using sedatives and opiates in Finland.
Kimberly Clark Saenz,United States,2008.0,2017.0,5.0,5.0,Killed five patients by using syringes to inject bleach into their dialysis lines.
Michael Swango,"United States, Zimbabwe",1981.0,1997.0,4.0,47.0,Medical Doctor who killed patients.
Edson Izidoro Guimarães,Brazil,,1999.0,4.0,131.0,"Nurse who injected patients with potassium chloride or removed their oxygen mask. Confessed to five murders which he claimed to be mercy killings and was convicted of four in 2000; sentenced to 76 years in prison. He may have killed as many as 131 patients for money, as he was paid $60 for informing local funeral homes of a patient's death so that they could contact the deceased's relatives first."
Richard Angelo,United States,1987.0,1996.0,4.0,25.0,"Known as ""The Angel of Death"". New York nurse convicted of four murders, linked to six other deaths. Suspected of killing up to 25 people."
Colin Norris,United Kingdom,2002.0,2011.0,4.0,18.0,"Convicted of murdering four elderly women and attempting to murder another in two Leeds hospitals during 2002 while working as a nurse. He had injected the women, who were only in hospital due to broken hips, with massive overdoses of insulin. He was sentenced to life imprisonment with a minimum term of 30 years in 2008."
Beverley Allitt,United Kingdom,1991.0,2000.0,4.0,4.0,Convicted of murdering four children and attacking another six in the Lincolnshire hospital where she worked as a nurse. Given 13 life sentences.
Abraao Jose Bueno,Brazil,2005.0,2014.0,4.0,4.0,Nurse who injected young children with sedatives until they stopped breathing. He would then alert doctors in an attempt to earn the respect of his colleagues for being the first one to notice that something was wrong. Convicted of 4 deaths and 4 more murder attempts to 110 years in prison.
Andrés Ulises Castillo Villarreal,Mexico,2009.0,2015.0,3.0,12.0,"Known as ""The Chihuahua Ripper""; drugged, raped and then killed men in Chihuahua; sentenced to 120 years imprisonment."
Elfriede Blauensteiner,Austria,1981.0,1995.0,3.0,10.0,"Known as ""The Black Widow""; poisoned people for material gain; died from a brain tumor in 2003."
Genene Jones,United States,1970.0,1982.0,2.0,60.0,Nurse convicted of murdering two infants via lethal injection. Accused of up to 60 murders.
Benjamin Geen,United Kingdom,2003.0,2004.0,2.0,12.0,"Nurse convicted in 2006 of murdering two patients and causing grievous bodily harm to another 15 at Horton General Hospital in Banbury, Oxfordshire between 2003 and 2004. Induced illness in the patients with overdoses of drugs, in order to enjoy the 'thrill' of resuscitating them. Given 17 life sentences and ordered to serve at least 30 years imprisonment. 9 other cases were originally investigated."
Marie Fikáčková,Czechoslovakia,1957.0,1960.0,2.0,10.0,Nurse who was executed by hanging in 1961 for murdering babies.
Victorino Chua,United Kingdom,2011.0,2020.0,2.0,5.0,Poisoned several patients at Stepping Hill Hospital with insulin.
Christopher Duntsch,United States,2011.0,2013.0,2.0,2.0,"Neurosurgeon known as ""Dr. Death""; injured 33 out of 38 patients in two years resulting in two deaths."
Felícitas Sánchez Aguillón,Mexico,1930.0,1941.0,1.0,50.0,"Known as ""The Ogress of Roma neighborhood""; Nurse, midwife and baby farmer responsible for an unknown number of murders number during the 1930s, maybe 50 victims, in Mexico City."
Robert George Clements,United Kingdom,1920.0,1947.0,1.0,4.0,"Believed to have murdered his four wives, all of whom died young and had their death certificates signed by Clements himself. Clements committed suicide with a morphine overdose when police came to arrest him for the murder of his fourth wife, who had died of the same cause."
Murder Incorporated,United States,1920.0,,400.0,1000.0,"Murder Incorporated or Murder Inc. for short was a large criminal enterprise of small contract-killing groups that were collectively known as Murder Inc. Run by Albert ""The Mad Hatter"" Anastasia and his close associates, the organization was responsible for the assassinations of key witnesses of early Cosa Nostra activities, so as to make them 'disappear' and break the case against the lead mobsters whenever they went to trial. In 1941 the group was exposed by former member Abe ""Kid Twist"" Reles and subsequently ceased to exist."
Philadelphia poison ring,United States,1931.0,1938.0,114.0,114.0,"Gang of 16 that poisoned Italian immigrants with arsenic in order to collect their life insurance. The leaders, cousins Herman and Paul Petrillo, were executed in the electric chair in 1941 while the rest were given life sentences."
Abboud and Khajawa,Iraq,,1917.0,100.0,100.0,"Married couple who resorted to cannibalism during a famine in Mosul. They would use their young son to lure children into their home before beating them to death, dismembering them and eating their remains or serving them to members of the public at their restaurant. They also killed and ate one adult neighbour but found that her body contained too much fat."
Delfina and María de Jesús González,Mexico,1955.0,1964.0,91.0,91.0,"Two sisters who ran a brothel in Mexico, hired numerous sex workers and murdered at least 80 of them after they were deemed useless during the span of 10 years. They also killed 11 men. Probably the work of four of the sisters, sentenced to 40 years in prison. Body count varies due to the combined work of the sisters being impossible to assign to them individually."
"Peng Miaoji, Ding Yunjia and Su Xiaoping",China,1998.0,1999.0,77.0,84.0,"Fleeing to Shaanxi, Jiangsu, Anhui, and Henan provinces and 21 provinces and cities 33 administrative villages; during 38 burglaries, killed 77 people, seriously injured three others."
David Avendaño Ballina and his followers,Mexico,1997.0,2007.0,70.0,70.0,Sex servant gang who robbed and then poisoned their clients; the leader Ballina was arrested in 2008.
Hassan Orangi and Abbas Ali Zarifian,Iran,1945.0,1951.0,62.0,62.0,"Raped and murdered 62 women in Mashhad from 1945 to 1951. After his arrest, Orangi was tried, convicted, sentenced to death and later executed, while Zarifian was sentenced to 15 years for his role in the crimes."
Angel Makers of Nagyrév,Hungary,1911.0,1929.0,50.0,300.0,"26 women who poisoned their husbands (sometimes also their parents, lovers and children) with arsenic under the guidance of midwife Júlia Fazekas and her accomplice, Susi Oláh."
Long Zhimin and Yan Shuxia,China,1983.0,1985.0,48.0,48.0,Shaanxi Province Wang Shou villagers Long Zhimin and Yan Shuxia in the home has killed 48 people.
"Bian Kuang, Fu Xinyuan and Luo Lianshun",China,2001.0,2002.0,41.0,41.0,"Manufacturing 51 cases of murder, robbery, rape, killing 41 people. Bian Kuang personally killed 39 people."
Ivanova and Olga Tamarin,Russia,1909.0,1918.0,40.0,130.0,"A mother and daughter who used accomplices to lure victims to their home. Tortured, murdered, and cannibalized at least 40 people before they were apprehended."
Ryno-Skachevsky gang,Russia,2006.0,2007.0,37.0,37.0,"Racist skinhead gang, led by Artur Ryno and Pavel Skachevsky, who killed people from non-European ethnicities or backgrounds; both sentenced to 10 years of penal labour."
Gang of Amazons,Russia,2003.0,2013.0,30.0,30.0,"Family of robbers and serial killers, led by the parents Inessa Tarverdiyeva and Roman Podkopaev."
"Dean Corll, David Owen Brooks and Elmer Wayne Henley",United States,1970.0,1973.0,28.0,29.0,"Corll, known as ""The Candy Man"", killed at least 28 teenage boys and young men in Houston between 1970 and 1973. Corll was then shot and killed by one of the two teenage accomplices he recruited to assist him in the abductions of the victims on 8 August 1973. This accomplice, Elmer Wayne Henley, informed the police of the trio's murders the same day Corll was murdered."
Brabant killers,"Belgium, France",1982.0,1985.0,28.0,40.0,"Gang made up by at least three extremely violent robbers, none of whom was ever identified or apprehended. Their bloodlust increased dramatically in their last year of activity, when they began shooting passersby before a robbery, including children, for no seeming reason. Some have theorized links to Operation Gladio."
Adolfo Constanzo and Sara Aldrete,Mexico,1986.0,1989.0,25.0,25.0,"""The Godparents of Matamoros"". Leader and second-in-command of a drug-smuggling cult that abducted men to perform human sacrifices."
Shankill Butchers,United Kingdom,1975.0,1982.0,23.0,23.0,"Ulster Loyalist gang led by Lenny Murphy, who killed people in sectarian attacks."
Viktor Sayenko and Igor Suprunyuk,Ukraine,2007.0,2016.0,21.0,21.0,"""The Dnepropetrovsk Maniacs"". A pair of 19-year-olds who, over the course of less than a month, attacked and murdered passersby while out on walks. They recorded videos of some of the murders, including one which subsequently leaked to the Internet."
Marcelo de Jesus Silva and his death squad,Brazil,,2010.0,20.0,20.0,"Brazilian man convicted of 20 counts of murder, robbery, drug trafficking and death squad. As he was only 1.28m tall, he was nicknamed Chucky and Pigmeu. Murdered in 2010 by rivals traffickers."
Wang Zongfang and Wang Zongwei,China,1983.0,1992.0,19.0,19.0,Killed soldiers using various arms in three provinces. Executed in 1983.
Anísio Ferreira de Sousa and followers,Brazil,1989.0,1992.0,19.0,19.0,"Satanic ring that abducted, mutilated and sacrificed children in Altamira, Brazil. The leader, Ferreira de Sousa, was convicted to 77 years in prison for four murders and two attempted murders."
Ripper Crew,United States,1981.0,1982.0,18.0,18.0,"Abducted women, mostly sex workers, then raped, tortured and killed them in Chicago, Illinois."
John Allen Muhammad and Lee Boyd Malvo,United States,2002.0,2011.0,17.0,17.0,"Killed seventeen people from February to September 2002 and 10 in the Beltway sniper attacks of October 2002. Muhammad was executed in 2009, while Malvo received life imprisonment."
Death Angels,United States,1973.0,1974.0,16.0,73.0,Four African-Americans who killed at least 16 white people and injured between eight and 10 in San Francisco (Zebra murders).
Vladyslav Volkovich and Volodymyr Kondratenko,Ukraine,1991.0,1997.0,16.0,20.0,"""The Nighttime Killers"". Murdered homeless men and lone drivers with a variety of weapons."
Lainz Angels of Death,Austria,1983.0,1989.0,15.0,124.0,"Known as the ""Lainz Angels of Death""; Waltraud Wagner, Irene Leidolf, Stephanija Mayer, and Maria Gruber were nurses at the Lainz General Hospital in Vienna who admitted to murdering 49 patients."
The Cleaners,Russia,2014.0,2015.0,15.0,15.0,"Neo-Nazi gang, led by Pavel Voitov and Elena Lobacheva, who murdered alcoholic tramps and beggars; Voitov sentenced to life imprisonment and Lobacheva to 13 years in a penal colony."
José Miculax Bux and Mariano Macú Miculax,Guatemala,1946.0,1955.0,15.0,15.0,Cousins who killed 15 boys in 1946.
Fred West and Rosemary West,United Kingdom,1967.0,1987.0,12.0,30.0,"Mainly targeted young women but were also found guilty of murdering two of their own daughters. Also found guilty of raping another daughter. Buried the victims around their house and local area of Gloucester. Shortly before he killed himself in 1995, Fred West said there were more victims. At one point he confessed to killing up to 30."
Briley Brothers,United States,1971.0,1979.0,12.0,12.0,"Three brothers and an accomplice responsible for 12 murders in the 1970s in Richmond, Virginia."
"John Justin Bunting, Robert Joe Wagner and James Spyridon Vlassakis",Australia,1992.0,1999.0,12.0,12.0,"The bodies of eight victims were found in plastic barrels in a disused bank vault in Snowtown, South Australia. Bunting was found guilty of 11 murders, Wagner pleaded guilty to three and was convicted of a further seven murders."
Mailoni Brothers,Zambia,2007.0,2013.0,12.0,12.0,Three brothers who killed at least 12 people from 2007 to 2013. Killed by Zambia Army Commandos in 2013.
Leonard Lake and Charles Ng,United States,1982.0,1985.0,11.0,25.0,"Abducted women, used them as sex slaves, and then murdered them, together with any men, women, and children who got in their way. Lake killed himself upon arrest, but Ng was later convicted of killing 11 people. Between 1982 and 1985, Lake and Ng were believed to have abducted and killed as many as 25 victims, as evidenced by human remains found on Lake's California ranch."
Bloody Benders,United States,1871.0,1873.0,11.0,20.0,"The Bender family, more well known as the Bloody Benders, were a family of serial killers in Labette County, Kansas, United States, from May 1871 to December 1872. Estimates report that the Benders killed at least a dozen travelers, and perhaps as many as twenty before they were discovered. The family's fate remains unknown, with theories ranging from a lynching to a successful escape."
Shen Changyin and Shen Changping,China,1999.0,2004.0,11.0,11.0,Found guilty of the murders of 11 sex workers. They were executed in 2006.[citation needed]
Polatbay Berdaliyev and Abduseit Ormanov,"Uzbekistan, Kazakhstan",2011.0,2012.0,11.0,11.0,"Raped, robbed and murdered women along desolate roads; both sentenced to life imprisonment in both countries."
Wolfgang Abel and Marco Furlan,"Italy, West Germany, Netherlands",1977.0,1984.0,10.0,27.0,"The victims, seemingly chosen at random and killed by different methods, were found next to letters written in Italian, signed ""Ludwig"" and containing Nazi imagery, that gave a reason for why the murder had been committed. Abel and Furlan were arrested in Castiglione delle Stiviere while dousing a crowded discothèque with gasoline and sentenced in 1987 to 30 years in prison for all crimes (later reduced to 27)."
Juan Carlos Hernández and Patricia Martínez,Mexico,2012.0,2018.0,10.0,20.0,"Known as the ""Monsters of Ecatepec""; couple who raped, murdered and cannibalized women."
Hillside Stranglers,United States,1977.0,1979.0,10.0,10.0,"Initially believed to be one person, two perpetrators were eventually discovered to be cousins Kenneth Bianchi and Angelo Buono Jr. Convicted of kidnapping, raping, torturing and murdering 10 women and girls ranging in age from 12 to 28."
Joshi-Abhyankar serial murderers,India,1976.0,1977.0,10.0,10.0,"Four Pune commercial art students (Rajendra Jakkal, Dilip Sutar, Shantaram Kanhoji Jagtap and Munawar Harun Shah) that broke into random people's homes and businesses and strangled them with a nylon rope. Executed by hanging in 1983."
Gerald and Charlene Gallego,United States,1978.0,1980.0,10.0,10.0,"Killed 10 victims in Sacramento, California. Gerald Gallego died of cancer before his death sentence could be carried out. Charlene Gallego was released July 1997."
Viña del Mar psychopaths,Chile,1980.0,1981.0,10.0,10.0,"Jorge Sagredo and Carlos Topp committed 10 murders and four rapes from 5 August 1980 to 1 November 1981 in the city of Viña del Mar. Executed by firing squad in 1985, they became the last people executed in Chile."
